timestamp,station,pump,sequence_position,pump_status,operating_state,station_pressure_psi,station_flow_pct,pump_load_pct,running_hours_total,start_count_total,elmot_de_h_mm_s,elmot_de_v_mm_s,elmot_de_a_mm_s,elmot_nde_h_mm_s,elmot_nde_v_mm_s,elmot_nde_a_mm_s,pump_de_h_mm_s,pump_de_v_mm_s,pump_de_a_mm_s,pump_nde_h_mm_s,pump_nde_v_mm_s,pump_nde_a_mm_s,vibration_max_mm_s,temp_elmot_de_c,temp_elmot_nde_c,temp_pump_de_c,temp_pump_nde_c,temp_max_c,health_label,failure_mode,event_id,hours_to_failure,data_source,notes
2026-02-23 22:00:00,Batang Station,A,3,OFF,OFF,75.79,45.31,0,3193.6,418,0.044,0.035,0.044,0.047,0.04,0.043,0.04,0.05,0.045,0.029,0.033,0.033,0.05,30.3,29.7,29.2,29.2,30.3,HEALTHY,,,,SYNTHETIC,
2026-02-23 22:00:00,Batang Station,B,4,OFF,OFF,75.79,45.31,0,3498.6,374,0.06,0.04,0.034,0.021,0.035,0.04,0.038,0.037,0.049,0.038,0.041,0.055,0.06,30.8,30.6,31.0,31.9,31.9,HEALTHY,,,,SYNTHETIC,
2026-02-23 22:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,75.79,45.31,70.7,3908.4,493,0.449,0.42,0.483,0.528,0.435,0.408,0.483,0.417,0.437,0.492,0.423,0.578,0.578,46.1,37.2,51.6,61.2,61.2,HEALTHY,,,,SYNTHETIC,
2026-02-23 22:00:00,Batang Station,D,2,OFF,OFF,75.79,45.31,0,3188.2,502,0.027,0.057,0.046,0.047,0.039,0.049,0.034,0.041,0.018,0.048,0.055,0.047,0.057,30.2,30.1,30.6,30.9,30.9,HEALTHY,,,,SYNTHETIC,
2026-02-23 23:00:00,Batang Station,A,3,OFF,OFF,59.61,35.74,0,3193.6,418,0.04,0.026,0.048,0.042,0.036,0.057,0.043,0.062,0.06,0.04,0.026,0.042,0.062,30.4,30.2,31.0,29.7,31.0,HEALTHY,,,,SYNTHETIC,
2026-02-23 23:00:00,Batang Station,B,4,OFF,OFF,59.61,35.74,0,3498.6,374,0.034,0.027,0.028,0.04,0.051,0.045,0.07,0.048,0.041,0.028,0.052,0.034,0.07,30.0,31.2,30.9,30.6,31.2,HEALTHY,,,,SYNTHETIC,
2026-02-23 23:00:00,Batang Station,C,1,OFF,OFF,59.61,35.74,0,3908.4,493,0.039,0.03,0.041,0.049,0.039,0.028,0.061,0.043,0.049,0.037,0.03,0.039,0.061,29.8,29.7,29.9,29.6,29.9,HEALTHY,,,,SYNTHETIC,
2026-02-23 23:00:00,Batang Station,D,2,OFF,OFF,59.61,35.74,0,3188.2,502,0.027,0.049,0.038,0.043,0.042,0.039,0.028,0.032,0.061,0.053,0.041,0.051,0.061,29.5,29.1,30.3,29.1,30.3,HEALTHY,,,,SYNTHETIC,
2026-02-24 00:00:00,Batang Station,A,3,OFF,OFF,66.91,38.04,0,3193.6,418,0.038,0.042,0.034,0.043,0.032,0.048,0.055,0.054,0.032,0.031,0.025,0.027,0.055,29.8,29.8,30.8,31.2,31.2,HEALTHY,,,,SYNTHETIC,
2026-02-24 00:00:00,Batang Station,B,4,OFF,OFF,66.91,38.04,0,3498.6,374,0.041,0.046,0.029,0.044,0.041,0.042,0.04,0.037,0.045,0.031,0.022,0.066,0.066,29.0,30.4,30.3,30.0,30.4,HEALTHY,,,,SYNTHETIC,
2026-02-24 00:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,66.91,38.04,61.0,3909.4,494,0.456,0.408,0.384,0.369,0.398,0.381,0.452,0.452,0.413,0.45,0.376,0.527,0.527,44.8,36.4,55.6,61.2,61.2,HEALTHY,,,,SYNTHETIC,
2026-02-24 00:00:00,Batang Station,D,2,OFF,OFF,66.91,38.04,0,3188.2,502,0.041,0.037,0.028,0.03,0.026,0.052,0.055,0.044,0.041,0.044,0.035,0.044,0.055,29.1,30.2,29.4,30.2,30.2,HEALTHY,,,,SYNTHETIC,
2026-02-24 01:00:00,Batang Station,A,3,OFF,OFF,63.51,36.95,0,3193.6,418,0.035,0.034,0.044,0.034,0.041,0.044,0.051,0.039,0.05,0.053,0.056,0.028,0.056,28.9,29.4,29.5,29.2,29.5,HEALTHY,,,,SYNTHETIC,
2026-02-24 01:00:00,Batang Station,B,4,OFF,OFF,63.51,36.95,0,3498.6,374,0.045,0.031,0.027,0.041,0.031,0.039,0.04,0.045,0.04,0.053,0.036,0.045,0.053,28.6,28.2,29.4,29.0,29.4,HEALTHY,,,,SYNTHETIC,
2026-02-24 01:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,63.51,36.95,58.35,3910.4,494,0.485,0.374,0.383,0.447,0.439,0.429,0.455,0.462,0.501,0.383,0.5,0.539,0.539,44.2,36.4,53.8,56.6,56.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 01:00:00,Batang Station,D,2,OFF,OFF,63.51,36.95,0,3188.2,502,0.034,0.045,0.051,0.036,0.049,0.048,0.055,0.019,0.049,0.035,0.026,0.047,0.055,29.7,28.8,28.2,29.3,29.7,HEALTHY,,,,SYNTHETIC,
2026-02-24 02:00:00,Batang Station,A,3,OFF,OFF,69.27,43.43,0,3193.6,418,0.05,0.061,0.047,0.036,0.048,0.048,0.04,0.032,0.05,0.036,0.031,0.042,0.061,27.5,29.3,29.1,28.0,29.3,HEALTHY,,,,SYNTHETIC,
2026-02-24 02:00:00,Batang Station,B,4,OFF,OFF,69.27,43.43,0,3498.6,374,0.055,0.053,0.043,0.048,0.035,0.04,0.039,0.045,0.027,0.037,0.03,0.054,0.055,29.8,28.9,30.2,29.6,30.2,HEALTHY,,,,SYNTHETIC,
2026-02-24 02:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,69.27,43.43,59.18,3911.4,494,0.421,0.493,0.416,0.472,0.391,0.377,0.437,0.346,0.472,0.384,0.396,0.454,0.493,41.9,35.8,53.1,56.8,56.8,HEALTHY,,,,SYNTHETIC,
2026-02-24 02:00:00,Batang Station,D,2,OFF,OFF,69.27,43.43,0,3188.2,502,0.024,0.056,0.049,0.059,0.041,0.046,0.034,0.018,0.033,0.03,0.035,0.039,0.059,29.3,27.7,28.2,28.7,29.3,HEALTHY,,,,SYNTHETIC,
2026-02-24 03:00:00,Batang Station,A,3,OFF,OFF,74.77,47.46,0,3193.6,418,0.049,0.033,0.04,0.03,0.044,0.04,0.022,0.048,0.032,0.042,0.039,0.042,0.049,29.5,28.4,29.2,28.7,29.5,HEALTHY,,,,SYNTHETIC,
2026-02-24 03:00:00,Batang Station,B,4,OFF,OFF,74.77,47.46,0,3498.6,374,0.055,0.045,0.049,0.031,0.045,0.015,0.029,0.055,0.04,0.042,0.035,0.034,0.055,29.5,28.4,28.3,28.8,29.5,HEALTHY,,,,SYNTHETIC,
2026-02-24 03:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,74.77,47.46,70.01,3912.4,494,0.424,0.431,0.426,0.443,0.394,0.409,0.494,0.445,0.411,0.453,0.434,0.523,0.523,44.2,36.3,55.1,60.3,60.3,HEALTHY,,,,SYNTHETIC,
2026-02-24 03:00:00,Batang Station,D,2,OFF,OFF,74.77,47.46,0,3188.2,502,0.031,0.017,0.041,0.041,0.032,0.017,0.046,0.053,0.03,0.047,0.032,0.032,0.053,27.7,29.5,28.6,28.6,29.5,HEALTHY,,,,SYNTHETIC,
2026-02-24 04:00:00,Batang Station,A,3,OFF,OFF,82.14,54.08,0,3193.6,418,0.045,0.061,0.024,0.036,0.04,0.041,0.054,0.034,0.043,0.041,0.042,0.033,0.061,27.3,27.1,27.7,27.7,27.7,HEALTHY,,,,SYNTHETIC,
2026-02-24 04:00:00,Batang Station,B,4,OFF,OFF,82.14,54.08,0,3498.6,374,0.026,0.031,0.037,0.041,0.048,0.04,0.043,0.041,0.028,0.033,0.038,0.029,0.048,28.6,28.8,28.5,28.2,28.8,HEALTHY,,,,SYNTHETIC,
2026-02-24 04:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,82.14,54.08,69.1,3913.4,494,0.419,0.498,0.424,0.424,0.356,0.426,0.465,0.439,0.448,0.444,0.454,0.525,0.525,46.6,36.0,53.6,59.2,59.2,HEALTHY,,,,SYNTHETIC,
2026-02-24 04:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,82.14,54.08,63.21,3189.2,503,0.459,0.412,0.436,0.45,0.41,0.443,0.49,0.425,0.456,0.521,0.456,0.553,0.553,40.9,37.0,41.8,42.0,42.0,HEALTHY,,,,SYNTHETIC,
2026-02-24 05:00:00,Batang Station,A,3,OFF,OFF,74.27,52.85,0,3193.6,418,0.044,0.03,0.052,0.027,0.032,0.041,0.039,0.018,0.025,0.037,0.032,0.037,0.052,27.8,27.3,27.1,27.2,27.8,HEALTHY,,,,SYNTHETIC,
2026-02-24 05:00:00,Batang Station,B,4,OFF,OFF,74.27,52.85,0,3498.6,374,0.031,0.037,0.015,0.042,0.057,0.017,0.022,0.056,0.018,0.037,0.049,0.037,0.057,27.8,27.3,28.4,27.8,28.4,HEALTHY,,,,SYNTHETIC,
2026-02-24 05:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,74.27,52.85,65.84,3914.4,494,0.406,0.437,0.462,0.383,0.422,0.518,0.456,0.421,0.436,0.492,0.47,0.499,0.518,44.8,36.9,52.2,60.9,60.9,HEALTHY,,,,SYNTHETIC,
2026-02-24 05:00:00,Batang Station,D,2,OFF,OFF,74.27,52.85,0,3189.2,503,0.029,0.044,0.04,0.033,0.042,0.032,0.047,0.045,0.035,0.034,0.037,0.038,0.047,26.3,26.8,26.6,26.9,26.9,HEALTHY,,,,SYNTHETIC,
2026-02-24 06:00:00,Batang Station,A,3,OFF,OFF,85.44,60.07,0,3193.6,418,0.05,0.047,0.042,0.036,0.038,0.031,0.043,0.055,0.05,0.066,0.043,0.052,0.066,27.1,25.9,27.0,27.5,27.5,HEALTHY,,,,SYNTHETIC,
2026-02-24 06:00:00,Batang Station,B,4,OFF,OFF,85.44,60.07,0,3498.6,374,0.037,0.043,0.029,0.032,0.047,0.049,0.03,0.029,0.052,0.033,0.043,0.032,0.052,27.2,28.4,28.1,27.8,28.4,HEALTHY,,,,SYNTHETIC,
2026-02-24 06:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,85.44,60.07,69.56,3915.4,494,0.421,0.433,0.418,0.382,0.428,0.437,0.451,0.528,0.378,0.517,0.462,0.467,0.528,43.5,36.6,53.5,58.8,58.8,HEALTHY,,,,SYNTHETIC,
2026-02-24 06:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,85.44,60.07,66.71,3190.2,504,0.491,0.478,0.418,0.411,0.352,0.411,0.566,0.458,0.448,0.486,0.441,0.541,0.566,42.2,37.3,42.6,45.2,45.2,HEALTHY,,,,SYNTHETIC,
2026-02-24 07:00:00,Batang Station,A,3,OFF,OFF,85.57,54.09,0,3193.6,418,0.048,0.058,0.033,0.042,0.041,0.034,0.028,0.029,0.044,0.031,0.027,0.054,0.058,26.8,28.2,26.7,27.6,28.2,HEALTHY,,,,SYNTHETIC,
2026-02-24 07:00:00,Batang Station,B,4,OFF,OFF,85.57,54.09,0,3498.6,374,0.058,0.032,0.048,0.029,0.033,0.033,0.041,0.037,0.045,0.041,0.027,0.048,0.058,26.5,25.2,26.1,26.4,26.5,HEALTHY,,,,SYNTHETIC,
2026-02-24 07:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,85.57,54.09,70.58,3916.4,494,0.495,0.428,0.41,0.44,0.411,0.414,0.481,0.433,0.496,0.384,0.397,0.465,0.496,45.0,33.5,51.8,60.5,60.5,HEALTHY,,,,SYNTHETIC,
2026-02-24 07:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,85.57,54.09,64.63,3191.2,504,0.421,0.399,0.452,0.466,0.316,0.412,0.472,0.482,0.424,0.543,0.473,0.509,0.543,41.2,36.3,41.0,42.6,42.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 08:00:00,Batang Station,A,3,OFF,OFF,83.3,58.62,0,3193.6,418,0.026,0.067,0.046,0.046,0.034,0.041,0.047,0.036,0.029,0.042,0.031,0.032,0.067,27.2,26.4,27.7,26.2,27.7,HEALTHY,,,,SYNTHETIC,
2026-02-24 08:00:00,Batang Station,B,4,OFF,OFF,83.3,58.62,0,3498.6,374,0.043,0.036,0.047,0.04,0.047,0.047,0.043,0.042,0.038,0.047,0.042,0.047,0.047,27.5,27.8,27.1,28.1,28.1,HEALTHY,,,,SYNTHETIC,
2026-02-24 08:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,83.3,58.62,68.78,3917.4,494,0.401,0.395,0.473,0.491,0.441,0.462,0.479,0.452,0.431,0.483,0.502,0.477,0.502,45.0,37.3,56.3,57.3,57.3,HEALTHY,,,,SYNTHETIC,
2026-02-24 08:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,83.3,58.62,64.82,3192.2,504,0.457,0.398,0.404,0.424,0.435,0.409,0.521,0.468,0.445,0.539,0.412,0.492,0.539,40.4,35.7,41.9,44.6,44.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 09:00:00,Batang Station,A,3,OFF,OFF,92.45,62.62,0,3193.6,418,0.047,0.033,0.037,0.043,0.05,0.047,0.044,0.026,0.036,0.033,0.034,0.047,0.05,28.2,27.7,27.1,28.2,28.2,HEALTHY,,,,SYNTHETIC,
2026-02-24 09:00:00,Batang Station,B,4,OFF,OFF,92.45,62.62,0,3498.6,374,0.037,0.042,0.031,0.055,0.043,0.049,0.06,0.054,0.039,0.023,0.032,0.034,0.06,28.1,27.2,27.7,26.9,28.1,HEALTHY,,,,SYNTHETIC,
2026-02-24 09:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,92.45,62.62,74.15,3918.4,494,0.457,0.448,0.43,0.443,0.454,0.436,0.467,0.514,0.477,0.482,0.428,0.487,0.514,44.0,35.1,53.7,58.9,58.9,HEALTHY,,,,SYNTHETIC,
2026-02-24 09:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,92.45,62.62,69.1,3193.2,504,0.507,0.393,0.449,0.399,0.332,0.418,0.555,0.508,0.448,0.567,0.38,0.489,0.567,42.4,36.7,42.7,44.2,44.2,HEALTHY,,,,SYNTHETIC,
2026-02-24 10:00:00,Batang Station,A,3,OFF,OFF,85.96,55.9,0,3193.6,418,0.022,0.05,0.035,0.049,0.029,0.049,0.052,0.05,0.037,0.02,0.032,0.043,0.052,26.3,27.5,26.2,26.5,27.5,HEALTHY,,,,SYNTHETIC,
2026-02-24 10:00:00,Batang Station,B,4,OFF,OFF,85.96,55.9,0,3498.6,374,0.024,0.058,0.041,0.013,0.038,0.027,0.037,0.051,0.032,0.034,0.057,0.03,0.058,26.8,26.5,27.6,26.7,27.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 10:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,85.96,55.9,68.69,3919.4,494,0.43,0.485,0.391,0.384,0.414,0.453,0.484,0.465,0.475,0.454,0.409,0.533,0.533,45.2,35.8,52.7,59.3,59.3,HEALTHY,,,,SYNTHETIC,
2026-02-24 10:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,85.96,55.9,68.43,3194.2,504,0.433,0.436,0.499,0.404,0.367,0.407,0.596,0.398,0.435,0.48,0.455,0.509,0.596,40.2,36.6,43.2,44.5,44.5,HEALTHY,,,,SYNTHETIC,
2026-02-24 11:00:00,Batang Station,A,3,OFF,OFF,89.07,60.39,0,3193.6,418,0.044,0.041,0.039,0.029,0.052,0.045,0.055,0.034,0.041,0.034,0.023,0.048,0.055,28.1,28.8,28.5,28.6,28.8,HEALTHY,,,,SYNTHETIC,
2026-02-24 11:00:00,Batang Station,B,4,OFF,OFF,89.07,60.39,0,3498.6,374,0.037,0.042,0.036,0.042,0.063,0.025,0.034,0.048,0.032,0.031,0.035,0.035,0.063,28.4,28.9,27.9,27.8,28.9,HEALTHY,,,,SYNTHETIC,
2026-02-24 11:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,89.07,60.39,70.87,3920.4,494,0.495,0.466,0.425,0.475,0.439,0.411,0.478,0.456,0.527,0.534,0.466,0.502,0.534,43.7,36.2,55.2,59.4,59.4,HEALTHY,,,,SYNTHETIC,
2026-02-24 11:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,89.07,60.39,65.63,3195.2,504,0.497,0.414,0.437,0.437,0.428,0.434,0.583,0.463,0.431,0.502,0.416,0.543,0.583,40.0,37.4,43.2,43.9,43.9,HEALTHY,,,,SYNTHETIC,
2026-02-24 12:00:00,Batang Station,A,3,OFF,OFF,89.95,63.66,0,3193.6,418,0.046,0.038,0.023,0.045,0.044,0.044,0.031,0.05,0.03,0.037,0.051,0.049,0.051,28.9,28.3,27.7,29.0,29.0,HEALTHY,,,,SYNTHETIC,
2026-02-24 12:00:00,Batang Station,B,4,OFF,OFF,89.95,63.66,0,3498.6,374,0.017,0.043,0.045,0.047,0.047,0.031,0.039,0.04,0.033,0.02,0.024,0.048,0.048,28.0,28.8,28.8,28.1,28.8,HEALTHY,,,,SYNTHETIC,
2026-02-24 12:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,89.95,63.66,76.56,3921.4,494,0.43,0.456,0.452,0.41,0.47,0.481,0.543,0.409,0.532,0.491,0.436,0.56,0.56,46.4,38.0,54.5,61.4,61.4,HEALTHY,,,,SYNTHETIC,
2026-02-24 12:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,89.95,63.66,67.23,3196.2,504,0.461,0.382,0.414,0.408,0.422,0.354,0.539,0.441,0.454,0.52,0.457,0.475,0.539,39.1,37.4,44.4,44.6,44.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 13:00:00,Batang Station,A,3,OFF,OFF,86.46,54.97,0,3193.6,418,0.04,0.045,0.035,0.029,0.025,0.032,0.047,0.033,0.033,0.06,0.032,0.028,0.06,29.8,28.6,28.4,29.2,29.8,HEALTHY,,,,SYNTHETIC,
2026-02-24 13:00:00,Batang Station,B,4,OFF,OFF,86.46,54.97,0,3498.6,374,0.04,0.035,0.036,0.055,0.035,0.037,0.042,0.036,0.021,0.04,0.038,0.043,0.055,28.6,29.8,29.3,28.6,29.8,HEALTHY,,,,SYNTHETIC,
2026-02-24 13:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,86.46,54.97,73.53,3922.4,494,0.463,0.459,0.443,0.447,0.369,0.43,0.54,0.531,0.528,0.494,0.469,0.497,0.54,47.7,37.8,54.9,58.0,58.0,HEALTHY,,,,SYNTHETIC,
2026-02-24 13:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,86.46,54.97,68.25,3197.2,504,0.477,0.415,0.437,0.458,0.34,0.433,0.546,0.469,0.4,0.566,0.455,0.487,0.566,40.2,38.5,42.3,44.6,44.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 14:00:00,Batang Station,A,3,OFF,OFF,97.86,70.76,0,3193.6,418,0.044,0.041,0.039,0.048,0.04,0.05,0.029,0.028,0.044,0.055,0.03,0.046,0.055,28.6,29.5,28.7,29.8,29.8,HEALTHY,,,,SYNTHETIC,
2026-02-24 14:00:00,Batang Station,B,4,OFF,OFF,97.86,70.76,0,3498.6,374,0.039,0.044,0.031,0.054,0.023,0.034,0.059,0.029,0.046,0.025,0.027,0.012,0.059,31.1,30.1,29.9,30.6,31.1,HEALTHY,,,,SYNTHETIC,
2026-02-24 14:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,97.86,70.76,77.76,3923.4,494,0.485,0.487,0.452,0.498,0.467,0.456,0.409,0.505,0.429,0.499,0.47,0.51,0.51,43.7,34.8,53.9,61.5,61.5,HEALTHY,,,,SYNTHETIC,
2026-02-24 14:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,97.86,70.76,67.8,3198.2,504,0.431,0.338,0.435,0.455,0.407,0.437,0.509,0.393,0.455,0.564,0.43,0.472,0.564,40.9,37.2,40.5,42.6,42.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 15:00:00,Batang Station,A,3,OFF,OFF,86.76,59.86,0,3193.6,418,0.032,0.045,0.043,0.032,0.05,0.033,0.055,0.018,0.037,0.053,0.04,0.042,0.055,30.9,31.1,30.2,31.0,31.1,HEALTHY,,,,SYNTHETIC,
2026-02-24 15:00:00,Batang Station,B,4,OFF,OFF,86.76,59.86,0,3498.6,374,0.044,0.028,0.032,0.042,0.04,0.036,0.038,0.044,0.036,0.028,0.047,0.034,0.047,29.7,29.8,30.1,30.7,30.7,HEALTHY,,,,SYNTHETIC,
2026-02-24 15:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,86.76,59.86,73.85,3924.4,494,0.489,0.42,0.421,0.409,0.378,0.455,0.476,0.467,0.411,0.421,0.529,0.532,0.532,45.2,38.7,55.2,59.9,59.9,HEALTHY,,,,SYNTHETIC,
2026-02-24 15:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,86.76,59.86,70.53,3199.2,504,0.426,0.439,0.49,0.479,0.451,0.383,0.517,0.463,0.473,0.497,0.432,0.518,0.518,38.7,39.4,41.2,44.6,44.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 16:00:00,Batang Station,A,3,OFF,OFF,88.59,58.4,0,3193.6,418,0.06,0.044,0.03,0.046,0.038,0.042,0.041,0.047,0.017,0.043,0.045,0.047,0.06,29.9,30.6,30.7,30.3,30.7,HEALTHY,,,,SYNTHETIC,
2026-02-24 16:00:00,Batang Station,B,4,OFF,OFF,88.59,58.4,0,3498.6,374,0.02,0.034,0.04,0.043,0.059,0.032,0.045,0.052,0.024,0.043,0.044,0.044,0.059,31.2,31.5,30.3,31.6,31.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 16:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,88.59,58.4,68.89,3925.4,494,0.452,0.428,0.386,0.484,0.487,0.41,0.456,0.359,0.469,0.422,0.461,0.507,0.507,45.6,35.2,55.1,58.8,58.8,HEALTHY,,,,SYNTHETIC,
2026-02-24 16:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,88.59,58.4,64.86,3200.2,504,0.42,0.376,0.379,0.447,0.419,0.377,0.56,0.459,0.483,0.527,0.445,0.46,0.56,42.1,35.0,42.4,44.3,44.3,HEALTHY,,,,SYNTHETIC,
2026-02-24 17:00:00,Batang Station,A,3,OFF,OFF,88.41,61.98,0,3193.6,418,0.024,0.032,0.049,0.061,0.044,0.036,0.035,0.046,0.043,0.032,0.046,0.044,0.061,31.4,31.6,32.2,32.1,32.2,HEALTHY,,,,SYNTHETIC,
2026-02-24 17:00:00,Batang Station,B,4,OFF,OFF,88.41,61.98,0,3498.6,374,0.055,0.017,0.055,0.039,0.039,0.03,0.051,0.04,0.052,0.028,0.018,0.049,0.055,30.3,30.6,30.6,31.2,31.2,HEALTHY,,,,SYNTHETIC,
2026-02-24 17:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,88.41,61.98,74.37,3926.4,494,0.443,0.408,0.469,0.426,0.424,0.456,0.479,0.423,0.415,0.47,0.447,0.538,0.538,47.1,39.8,55.1,61.8,61.8,HEALTHY,,,,SYNTHETIC,
2026-02-24 17:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,88.41,61.98,66.37,3201.2,504,0.526,0.413,0.441,0.439,0.454,0.429,0.57,0.443,0.398,0.517,0.443,0.501,0.57,38.0,35.8,43.0,41.4,43.0,HEALTHY,,,,SYNTHETIC,
2026-02-24 18:00:00,Batang Station,A,3,OFF,OFF,89.56,59.21,0,3193.6,418,0.056,0.045,0.041,0.07,0.032,0.018,0.053,0.036,0.033,0.044,0.043,0.041,0.07,30.3,30.5,29.7,31.1,31.1,HEALTHY,,,,SYNTHETIC,
2026-02-24 18:00:00,Batang Station,B,4,OFF,OFF,89.56,59.21,0,3498.6,374,0.023,0.027,0.044,0.067,0.044,0.05,0.034,0.035,0.033,0.036,0.03,0.037,0.067,29.5,29.0,29.6,29.8,29.8,HEALTHY,,,,SYNTHETIC,
2026-02-24 18:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,89.56,59.21,72.83,3927.4,494,0.403,0.492,0.415,0.434,0.42,0.416,0.512,0.451,0.493,0.498,0.422,0.515,0.515,47.1,38.6,54.1,59.6,59.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 18:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,89.56,59.21,70.35,3202.2,504,0.463,0.439,0.43,0.468,0.428,0.433,0.495,0.394,0.456,0.619,0.471,0.525,0.619,38.9,37.3,44.3,44.7,44.7,HEALTHY,,,,SYNTHETIC,
2026-02-24 19:00:00,Batang Station,A,3,OFF,OFF,87.91,59.39,0,3193.6,418,0.053,0.041,0.045,0.021,0.043,0.044,0.037,0.039,0.029,0.048,0.024,0.034,0.053,31.6,30.1,31.2,30.9,31.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 19:00:00,Batang Station,B,4,OFF,OFF,87.91,59.39,0,3498.6,374,0.044,0.04,0.039,0.031,0.035,0.048,0.055,0.038,0.018,0.057,0.043,0.042,0.057,31.5,30.7,31.8,31.7,31.8,HEALTHY,,,,SYNTHETIC,
2026-02-24 19:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,87.91,59.39,74.03,3928.4,494,0.45,0.401,0.48,0.426,0.355,0.496,0.494,0.492,0.444,0.481,0.445,0.48,0.496,45.6,38.4,55.2,59.3,59.3,HEALTHY,,,,SYNTHETIC,
2026-02-24 19:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,87.91,59.39,66.79,3203.2,504,0.488,0.434,0.452,0.461,0.439,0.437,0.553,0.433,0.408,0.527,0.419,0.459,0.553,40.4,39.6,42.6,42.5,42.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 20:00:00,Batang Station,A,3,OFF,OFF,83.19,56.33,0,3193.6,418,0.052,0.04,0.053,0.037,0.03,0.044,0.052,0.042,0.049,0.016,0.039,0.027,0.053,32.1,31.6,30.9,32.0,32.1,HEALTHY,,,,SYNTHETIC,
2026-02-24 20:00:00,Batang Station,B,4,OFF,OFF,83.19,56.33,0,3498.6,374,0.045,0.033,0.037,0.013,0.037,0.037,0.045,0.05,0.035,0.041,0.043,0.037,0.05,31.4,30.8,31.1,31.6,31.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 20:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,83.19,56.33,63.87,3929.4,494,0.435,0.415,0.449,0.446,0.347,0.364,0.437,0.523,0.491,0.461,0.476,0.478,0.523,44.0,36.7,55.6,59.7,59.7,HEALTHY,,,,SYNTHETIC,
2026-02-24 20:00:00,Batang Station,D,2,ON,RUNNING_NORMAL,83.19,56.33,68.66,3204.2,504,0.44,0.375,0.457,0.431,0.388,0.418,0.533,0.448,0.488,0.487,0.423,0.518,0.533,39.2,39.2,41.6,44.1,44.1,HEALTHY,,,,SYNTHETIC,
2026-02-24 21:00:00,Batang Station,A,3,OFF,OFF,73.99,47.04,0,3193.6,418,0.047,0.041,0.049,0.037,0.032,0.045,0.059,0.06,0.028,0.036,0.047,0.043,0.06,31.4,30.4,30.9,31.6,31.6,HEALTHY,,,,SYNTHETIC,
2026-02-24 21:00:00,Batang Station,B,4,OFF,OFF,73.99,47.04,0,3498.6,374,0.046,0.038,0.053,0.037,0.037,0.045,0.041,0.036,0.048,0.046,0.044,0.032,0.053,31.0,30.6,30.4,30.7,31.0,HEALTHY,,,,SYNTHETIC,
2026-02-24 21:00:00,Batang Station,C,1,ON,RUNNING_NORMAL,73.99,47.04,62.86,3930.4,494,0.503,0.409,0.404,0.404,0.371,0.433,0.435,0.52,0.465,0.415,0.402,0.551,0.551,44.5,35.0,51.6,59.0,59.0,HEALTHY,,,,SYNTHETIC,
